児童	名詞,一般,*,*,*,*,児童,ジドウ,ジドー
生徒	名詞,一般,*,*,*,*,生徒,セイト,セイト
・	記号,一般,*,*,*,*,・,・,・
教職員	名詞,一般,*,*,*,*,教職員,キョウショクイン,キョーショクイン
数	名詞,接尾,一般,*,*,*,数,スウ,スー
など	助詞,副助詞,*,*,*,*,など,ナド,ナド
、	記号,読点,*,*,*,*,、,、,、
政令市	名詞,一般,*,*,*,*,政令市,セイレイシ,セイレイシ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
権限	名詞,一般,*,*,*,*,権限,ケンゲン,ケンゲン
　	記号,空白,*,*,*,*,　,　,　
政府	名詞,一般,*,*,*,*,政府,セイフ,セイフ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
２	名詞,数,*,*,*,*,２,ニ,ニ
０	名詞,数,*,*,*,*,０,ゼロ,ゼロ
日	名詞,接尾,助数詞,*,*,*,日,ニチ,ニチ
午前	名詞,副詞可能,*,*,*,*,午前,ゴゼン,ゴゼン
、	記号,読点,*,*,*,*,、,、,、
地方	名詞,一般,*,*,*,*,地方,チホウ,チホー
分権	名詞,一般,*,*,*,*,分権,ブンケン,ブンケン
改革	名詞,サ変接続,*,*,*,*,改革,カイカク,カイカク
推進	名詞,サ変接続,*,*,*,*,推進,スイシン,スイシン
本部	名詞,一般,*,*,*,*,本部,ホンブ,ホンブ
（	記号,括弧開,*,*,*,*,（,（,（
本部	名詞,一般,*,*,*,*,本部,ホンブ,ホンブ
長	名詞,接尾,一般,*,*,*,長,チョウ,チョー
・	記号,一般,*,*,*,*,・,・,・
安倍	名詞,固有名詞,人名,姓,*,*,安倍,アベ,アベ
首相	名詞,一般,*,*,*,*,首相,シュショウ,シュショー
）	記号,括弧閉,*,*,*,*,）,）,）
と	助詞,格助詞,引用,*,*,*,と,ト,ト
閣議	名詞,一般,*,*,*,*,閣議,カクギ,カクギ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
開き	動詞,自立,*,*,五段・カ行イ音便,連用形,開く,ヒラキ,ヒラキ
、	記号,読点,*,*,*,*,、,、,、
道府県	名詞,一般,*,*,*,*,道府県,ドウフケン,ドーフケン
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
持つ	動詞,自立,*,*,五段・タ行,基本形,持つ,モツ,モツ
２	名詞,数,*,*,*,*,２,ニ,ニ
９	名詞,数,*,*,*,*,９,キュウ,キュー
事務	名詞,一般,*,*,*,*,事務,ジム,ジム
（	記号,括弧開,*,*,*,*,（,（,（
権限	名詞,一般,*,*,*,*,権限,ケンゲン,ケンゲン
）	記号,括弧閉,*,*,*,*,）,）,）
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
政令	名詞,一般,*,*,*,*,政令,セイレイ,セイレイ
指定	名詞,サ変接続,*,*,*,*,指定,シテイ,シテイ
都市	名詞,一般,*,*,*,*,都市,トシ,トシ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
移す	動詞,自立,*,*,五段・サ行,基本形,移す,ウツス,ウツス
方針	名詞,一般,*,*,*,*,方針,ホウシン,ホーシン
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
決め	動詞,自立,*,*,一段,連用形,決める,キメ,キメ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
AD	名詞,一般,*,*,*,*,*
2	名詞,数,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
init	名詞,一般,*,*,*,*,*
({	名詞,サ変接続,*,*,*,*,*
site	名詞,一般,*,*,*,*,*
:'	名詞,サ変接続,*,*,*,*,*
NATIONAL	名詞,一般,*,*,*,*,*
',	名詞,サ変接続,*,*,*,*,*
area	名詞,一般,*,*,*,*,*
:'	名詞,サ変接続,*,*,*,*,*
P	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
RECTANGLE	名詞,一般,*,*,*,*,*
',	名詞,サ変接続,*,*,*,*,*
width	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
300	名詞,数,*,*,*,*,*
,	名詞,サ変接続,*,*,*,*,*
height	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
250	名詞,数,*,*,*,*,*
,	名詞,サ変接続,*,*,*,*,*
admax	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
1	名詞,数,*,*,*,*,*
});	名詞,サ変接続,*,*,*,*,*
AD	名詞,一般,*,*,*,*,*
2	名詞,数,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
cAds	名詞,一般,*,*,*,*,*
();	名詞,サ変接続,*,*,*,*,*
AD	名詞,一般,*,*,*,*,*
2	名詞,数,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
dBanner	名詞,一般,*,*,*,*,*
(	名詞,サ変接続,*,*,*,*,*
0	名詞,数,*,*,*,*,*
,'	名詞,サ変接続,*,*,*,*,*
prect	名詞,一般,*,*,*,*,*
');	名詞,サ変接続,*,*,*,*,*
　	記号,空白,*,*,*,*,　,　,　
対象	名詞,一般,*,*,*,*,対象,タイショウ,タイショー
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
、	記号,読点,*,*,*,*,、,、,、
小中学校	名詞,一般,*,*,*,*,小中学校,ショウチュウガッコウ,ショーチューガッコー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
１	名詞,数,*,*,*,*,１,イチ,イチ
クラス	名詞,接尾,助数詞,*,*,*,クラス,クラス,クラス
ごと	名詞,接尾,一般,*,*,*,ごと,ゴト,ゴト
の	助詞,連体化,*,*,*,*,の,ノ,ノ
児童	名詞,一般,*,*,*,*,児童,ジドウ,ジドー
生徒	名詞,一般,*,*,*,*,生徒,セイト,セイト
数	名詞,接尾,一般,*,*,*,数,スウ,スー
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
定め	動詞,自立,*,*,一段,連用形,定める,サダメ,サダメ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
いる	動詞,非自立,*,*,一段,基本形,いる,イル,イル
「	記号,括弧開,*,*,*,*,「,「,「
学級	名詞,一般,*,*,*,*,学級,ガッキュウ,ガッキュー
編制	名詞,サ変接続,*,*,*,*,編制,ヘンセイ,ヘンセイ
基準	名詞,一般,*,*,*,*,基準,キジュン,キジュン
」	記号,括弧閉,*,*,*,*,」,」,」
や	助詞,並立助詞,*,*,*,*,や,ヤ,ヤ
、	記号,読点,*,*,*,*,、,、,、
教職員	名詞,一般,*,*,*,*,教職員,キョウショクイン,キョーショクイン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
定数	名詞,一般,*,*,*,*,定数,テイスウ,テイスー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
決定	名詞,サ変接続,*,*,*,*,決定,ケッテイ,ケッテイ
など	助詞,副助詞,*,*,*,*,など,ナド,ナド
。	記号,句点,*,*,*,*,。,。,。
来年	名詞,副詞可能,*,*,*,*,来年,ライネン,ライネン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
通常	名詞,一般,*,*,*,*,通常,ツウジョウ,ツージョー
国会	名詞,一般,*,*,*,*,国会,コッカイ,コッカイ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
関連	名詞,サ変接続,*,*,*,*,関連,カンレン,カンレン
法案	名詞,一般,*,*,*,*,法案,ホウアン,ホーアン
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
提出	名詞,サ変接続,*,*,*,*,提出,テイシュツ,テイシュツ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
、	記号,読点,*,*,*,*,、,、,、
２	名詞,数,*,*,*,*,２,ニ,ニ
０	名詞,数,*,*,*,*,０,ゼロ,ゼロ
１	名詞,数,*,*,*,*,１,イチ,イチ
５	名詞,数,*,*,*,*,５,ゴ,ゴ
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン
以降	名詞,副詞可能,*,*,*,*,以降,イコウ,イコー
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
移譲	名詞,サ変接続,*,*,*,*,移譲,イジョウ,イジョー
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル
。	記号,句点,*,*,*,*,。,。,。
　	記号,空白,*,*,*,*,　,　,　
市立	名詞,一般,*,*,*,*,市立,シリツ,シリツ
小中学校	名詞,一般,*,*,*,*,小中学校,ショウチュウガッコウ,ショーチューガッコー
など	助詞,副助詞,*,*,*,*,など,ナド,ナド
の	助詞,連体化,*,*,*,*,の,ノ,ノ
教職員	名詞,一般,*,*,*,*,教職員,キョウショクイン,キョーショクイン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
給与	名詞,サ変接続,*,*,*,*,給与,キュウヨ,キューヨ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
道府県	名詞,一般,*,*,*,*,道府県,ドウフケン,ドーフケン
負担	名詞,サ変接続,*,*,*,*,負担,フタン,フタン
も	助詞,係助詞,*,*,*,*,も,モ,モ
移譲	名詞,サ変接続,*,*,*,*,移譲,イジョウ,イジョー
さ	動詞,自立,*,*,サ変・スル,未然レル接続,する,サ,サ
れる	動詞,接尾,*,*,一段,基本形,れる,レル,レル
。	記号,句点,*,*,*,*,。,。,。
学級	名詞,一般,*,*,*,*,学級,ガッキュウ,ガッキュー
編制	名詞,サ変接続,*,*,*,*,編制,ヘンセイ,ヘンセイ
基準	名詞,一般,*,*,*,*,基準,キジュン,キジュン
など	助詞,副助詞,*,*,*,*,など,ナド,ナド
と	助詞,格助詞,引用,*,*,*,と,ト,ト
併せ	動詞,自立,*,*,一段,連用形,併せる,アワセ,アワセ
、	記号,読点,*,*,*,*,、,、,、
政令市	名詞,一般,*,*,*,*,政令市,セイレイシ,セイレイシ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
義務	名詞,一般,*,*,*,*,義務,ギム,ギム
教育	名詞,サ変接続,*,*,*,*,教育,キョウイク,キョーイク
関係	名詞,サ変接続,*,*,*,*,関係,カンケイ,カンケイ
事務	名詞,一般,*,*,*,*,事務,ジム,ジム
の	助詞,連体化,*,*,*,*,の,ノ,ノ
大半	名詞,一般,*,*,*,*,大半,タイハン,タイハン
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
担える	動詞,自立,*,*,一段,基本形,担える,ニナエル,ニナエル
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
なる	動詞,自立,*,*,五段・ラ行,基本形,なる,ナル,ナル
。	記号,句点,*,*,*,*,。,。,。
　	記号,空白,*,*,*,*,　,　,　
都市	名詞,一般,*,*,*,*,都市,トシ,トシ
計画	名詞,サ変接続,*,*,*,*,計画,ケイカク,ケイカク
の	助詞,連体化,*,*,*,*,の,ノ,ノ
方針	名詞,一般,*,*,*,*,方針,ホウシン,ホーシン
や	助詞,並立助詞,*,*,*,*,や,ヤ,ヤ
目標	名詞,一般,*,*,*,*,目標,モクヒョウ,モクヒョー
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
定める	動詞,自立,*,*,一段,基本形,定める,サダメル,サダメル
「	記号,括弧開,*,*,*,*,「,「,「
マスタープラン	名詞,一般,*,*,*,*,マスタープラン,マスタープラン,マスタープラン
」	記号,括弧閉,*,*,*,*,」,」,」
の	助詞,連体化,*,*,*,*,の,ノ,ノ
決定	名詞,サ変接続,*,*,*,*,決定,ケッテイ,ケッテイ
も	助詞,係助詞,*,*,*,*,も,モ,モ
移さ	動詞,自立,*,*,五段・サ行,未然形,移す,ウツサ,ウツサ
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ
、	記号,読点,*,*,*,*,、,、,、
都市	名詞,一般,*,*,*,*,都市,トシ,トシ
計画	名詞,サ変接続,*,*,*,*,計画,ケイカク,ケイカク
関係	名詞,サ変接続,*,*,*,*,関係,カンケイ,カンケイ
実務	名詞,一般,*,*,*,*,実務,ジツム,ジツム
も	助詞,係助詞,*,*,*,*,も,モ,モ
政令市	名詞,一般,*,*,*,*,政令市,セイレイシ,セイレイシ
で	助詞,格助詞,一般,*,*,*,で,デ,デ
ほぼ	副詞,一般,*,*,*,*,ほぼ,ホボ,ホボ
完結	名詞,サ変接続,*,*,*,*,完結,カンケツ,カンケツ
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル
。	記号,句点,*,*,*,*,。,。,。
この	連体詞,*,*,*,*,*,この,コノ,コノ
ほか	名詞,副詞可能,*,*,*,*,ほか,ホカ,ホカ
移譲	名詞,サ変接続,*,*,*,*,移譲,イジョウ,イジョー
さ	動詞,自立,*,*,サ変・スル,未然レル接続,する,サ,サ
れる	動詞,接尾,*,*,一段,基本形,れる,レル,レル
の	名詞,非自立,一般,*,*,*,の,ノ,ノ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
、	記号,読点,*,*,*,*,、,、,、
病院	名詞,一般,*,*,*,*,病院,ビョウイン,ビョーイン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
開設	名詞,サ変接続,*,*,*,*,開設,カイセツ,カイセツ
許可	名詞,サ変接続,*,*,*,*,許可,キョカ,キョカ
など	助詞,副助詞,*,*,*,*,など,ナド,ナド
。	記号,句点,*,*,*,*,。,。,。
自衛隊	名詞,固有名詞,組織,*,*,*,自衛隊,ジエイタイ,ジエイタイ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
災害	名詞,一般,*,*,*,*,災害,サイガイ,サイガイ
派遣	名詞,サ変接続,*,*,*,*,派遣,ハケン,ハケン
要請	名詞,サ変接続,*,*,*,*,要請,ヨウセイ,ヨーセイ
、	記号,読点,*,*,*,*,、,、,、
大	接頭詞,名詞接続,*,*,*,*,大,ダイ,ダイ
規模	名詞,一般,*,*,*,*,規模,キボ,キボ
農地	名詞,一般,*,*,*,*,農地,ノウチ,ノーチ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
転用	名詞,サ変接続,*,*,*,*,転用,テンヨウ,テンヨー
許可	名詞,サ変接続,*,*,*,*,許可,キョカ,キョカ
など	助詞,副助詞,*,*,*,*,など,ナド,ナド
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
見送ら	動詞,自立,*,*,五段・ラ行,未然形,見送る,ミオクラ,ミオクラ
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
（	記号,括弧開,*,*,*,*,（,（,（
2013	名詞,数,*,*,*,*,*
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン
12	名詞,数,*,*,*,*,*
月	名詞,一般,*,*,*,*,月,ツキ,ツキ
20	名詞,数,*,*,*,*,*
日	名詞,接尾,助数詞,*,*,*,日,ニチ,ニチ
17	名詞,数,*,*,*,*,*
時	名詞,接尾,助数詞,*,*,*,時,ジ,ジ
36	名詞,数,*,*,*,*,*
分	名詞,接尾,助数詞,*,*,*,分,フン,フン
  	記号,一般,*,*,*,*,*
読売新聞	名詞,固有名詞,組織,*,*,*,読売新聞,ヨミウリシンブン,ヨミウリシンブン
）	記号,括弧閉,*,*,*,*,）,）,）
最新	名詞,一般,*,*,*,*,最新,サイシン,サイシン
主要	名詞,形容動詞語幹,*,*,*,*,主要,シュヨウ,シュヨー
ニュース	名詞,一般,*,*,*,*,ニュース,ニュース,ニュース
10	名詞,数,*,*,*,*,*
本	名詞,接尾,助数詞,*,*,*,本,ホン,ホン
 	記号,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
 	記号,一般,*,*,*,*,*
YOMIURI	名詞,固有名詞,組織,*,*,*,*
ONLINE	名詞,一般,*,*,*,*,*
トップ	名詞,一般,*,*,*,*,トップ,トップ,トップ
EOS
"
"ｉＰＳ	名詞,固有名詞,組織,*,*,*,*
治療	名詞,サ変接続,*,*,*,*,治療,チリョウ,チリョー
「	記号,括弧開,*,*,*,*,「,「,「
高	接頭詞,名詞接続,*,*,*,*,高,コウ,コー
リスク	名詞,一般,*,*,*,*,リスク,リスク,リスク
」	記号,括弧閉,*,*,*,*,」,」,」
…	記号,一般,*,*,*,*,…,…,…
再生	名詞,サ変接続,*,*,*,*,再生,サイセイ,サイセイ
医療	名詞,一般,*,*,*,*,医療,イリョウ,イリョー
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
３	名詞,数,*,*,*,*,３,サン,サン
段階	名詞,一般,*,*,*,*,段階,ダンカイ,ダンカイ
基準	名詞,一般,*,*,*,*,基準,キジュン,キジュン
　	記号,空白,*,*,*,*,　,　,　
再生	名詞,サ変接続,*,*,*,*,再生,サイセイ,サイセイ
医療	名詞,一般,*,*,*,*,医療,イリョウ,イリョー
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
安全	名詞,形容動詞語幹,*,*,*,*,安全,アンゼン,アンゼン
に	助詞,副詞化,*,*,*,*,に,ニ,ニ
進める	動詞,自立,*,*,一段,基本形,進める,ススメル,ススメル
ため	名詞,非自立,副詞可能,*,*,*,ため,タメ,タメ
、	記号,読点,*,*,*,*,、,、,、
厚生	名詞,一般,*,*,*,*,厚生,コウセイ,コーセイ
労働省	名詞,固有名詞,組織,*,*,*,労働省,ロウドウショウ,ロードーショー
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
来年	名詞,副詞可能,*,*,*,*,来年,ライネン,ライネン
秋	名詞,一般,*,*,*,*,秋,アキ,アキ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
導入	名詞,サ変接続,*,*,*,*,導入,ドウニュウ,ドーニュー
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル
基準	名詞,一般,*,*,*,*,基準,キジュン,キジュン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
具体	名詞,一般,*,*,*,*,具体,グタイ,グタイ
案	名詞,接尾,一般,*,*,*,案,アン,アン
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
明らか	名詞,形容動詞語幹,*,*,*,*,明らか,アキラカ,アキラカ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
AD	名詞,一般,*,*,*,*,*
2	名詞,数,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
init	名詞,一般,*,*,*,*,*
({	名詞,サ変接続,*,*,*,*,*
site	名詞,一般,*,*,*,*,*
:'	名詞,サ変接続,*,*,*,*,*
SCIENCE	名詞,一般,*,*,*,*,*
',	名詞,サ変接続,*,*,*,*,*
area	名詞,一般,*,*,*,*,*
:'	名詞,サ変接続,*,*,*,*,*
P	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
RECTANGLE	名詞,一般,*,*,*,*,*
',	名詞,サ変接続,*,*,*,*,*
width	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
300	名詞,数,*,*,*,*,*
,	名詞,サ変接続,*,*,*,*,*
height	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
250	名詞,数,*,*,*,*,*
,	名詞,サ変接続,*,*,*,*,*
admax	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
1	名詞,数,*,*,*,*,*
});	名詞,サ変接続,*,*,*,*,*
AD	名詞,一般,*,*,*,*,*
2	名詞,数,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
cAds	名詞,一般,*,*,*,*,*
();	名詞,サ変接続,*,*,*,*,*
AD	名詞,一般,*,*,*,*,*
2	名詞,数,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
dBanner	名詞,一般,*,*,*,*,*
(	名詞,サ変接続,*,*,*,*,*
0	名詞,数,*,*,*,*,*
,'	名詞,サ変接続,*,*,*,*,*
prect	名詞,一般,*,*,*,*,*
');	名詞,サ変接続,*,*,*,*,*
　	記号,空白,*,*,*,*,　,　,　
治療	名詞,サ変接続,*,*,*,*,治療,チリョウ,チリョー
内容	名詞,一般,*,*,*,*,内容,ナイヨウ,ナイヨー
によって	助詞,格助詞,連語,*,*,*,によって,ニヨッテ,ニヨッテ
リスク	名詞,一般,*,*,*,*,リスク,リスク,リスク
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
３	名詞,数,*,*,*,*,３,サン,サン
段階	名詞,一般,*,*,*,*,段階,ダンカイ,ダンカイ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
分け	動詞,自立,*,*,一段,連用形,分ける,ワケ,ワケ
、	記号,読点,*,*,*,*,、,、,、
がん	名詞,一般,*,*,*,*,がん,ガン,ガン
化	名詞,接尾,サ変接続,*,*,*,化,カ,カ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
恐れ	名詞,一般,*,*,*,*,恐れ,オソレ,オソレ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル
ｉＰＳ	名詞,固有名詞,組織,*,*,*,*
細胞	名詞,一般,*,*,*,*,細胞,サイボウ,サイボー
（	記号,括弧開,*,*,*,*,（,（,（
人工	名詞,一般,*,*,*,*,人工,ジンコウ,ジンコー
多能	名詞,一般,*,*,*,*,多能,タノウ,タノー
性	名詞,接尾,一般,*,*,*,性,セイ,セイ
幹	名詞,一般,*,*,*,*,幹,ミキ,ミキ
細胞	名詞,一般,*,*,*,*,細胞,サイボウ,サイボー
）	記号,括弧閉,*,*,*,*,）,）,）
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
使う	動詞,自立,*,*,五段・ワ行促音便,基本形,使う,ツカウ,ツカウ
治療	名詞,サ変接続,*,*,*,*,治療,チリョウ,チリョー
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
最も	副詞,一般,*,*,*,*,最も,モットモ,モットモ
高	接頭詞,名詞接続,*,*,*,*,高,コウ,コー
リスク	名詞,一般,*,*,*,*,リスク,リスク,リスク
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
分類	名詞,サ変接続,*,*,*,*,分類,ブンルイ,ブンルイ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
、	記号,読点,*,*,*,*,、,、,、
高度	名詞,形容動詞語幹,*,*,*,*,高度,コウド,コード
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
審査	名詞,サ変接続,*,*,*,*,審査,シンサ,シンサ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
できる	動詞,自立,*,*,一段,基本形,できる,デキル,デキル
国	名詞,一般,*,*,*,*,国,クニ,クニ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
認定	名詞,サ変接続,*,*,*,*,認定,ニンテイ,ニンテイ
委員	名詞,一般,*,*,*,*,委員,イイン,イイン
会	名詞,接尾,一般,*,*,*,会,カイ,カイ
と	助詞,並立助詞,*,*,*,*,と,ト,ト
厚生	名詞,一般,*,*,*,*,厚生,コウセイ,コーセイ
科学	名詞,一般,*,*,*,*,科学,カガク,カガク
審議	名詞,サ変接続,*,*,*,*,審議,シンギ,シンギ
会	名詞,接尾,一般,*,*,*,会,カイ,カイ
による	助詞,格助詞,連語,*,*,*,による,ニヨル,ニヨル
二	名詞,数,*,*,*,*,二,ニ,ニ
重	名詞,接尾,助数詞,*,*,*,重,ジュウ,ジュー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
審査	名詞,サ変接続,*,*,*,*,審査,シンサ,シンサ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
受ける	動詞,自立,*,*,一段,基本形,受ける,ウケル,ウケル
形	名詞,一般,*,*,*,*,形,カタチ,カタチ
と	助詞,格助詞,一般,*,*,*,と,ト,ト
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル
。	記号,句点,*,*,*,*,。,。,。
また	接続詞,*,*,*,*,*,また,マタ,マタ
、	記号,読点,*,*,*,*,、,、,、
使用	名詞,サ変接続,*,*,*,*,使用,シヨウ,シヨー
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
細胞	名詞,一般,*,*,*,*,細胞,サイボウ,サイボー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
保管	名詞,サ変接続,*,*,*,*,保管,ホカン,ホカン
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
医療	名詞,一般,*,*,*,*,医療,イリョウ,イリョー
機関	名詞,一般,*,*,*,*,機関,キカン,キカン
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
義務づける	動詞,自立,*,*,一段,基本形,義務づける,ギムヅケル,ギムズケル
。	記号,句点,*,*,*,*,。,。,。
２	名詞,数,*,*,*,*,２,ニ,ニ
０	名詞,数,*,*,*,*,０,ゼロ,ゼロ
日	名詞,接尾,助数詞,*,*,*,日,ニチ,ニチ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
専門	名詞,一般,*,*,*,*,専門,センモン,センモン
委員	名詞,一般,*,*,*,*,委員,イイン,イイン
会	名詞,接尾,一般,*,*,*,会,カイ,カイ
で	助詞,格助詞,一般,*,*,*,で,デ,デ
議論	名詞,サ変接続,*,*,*,*,議論,ギロン,ギロン
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
、	記号,読点,*,*,*,*,、,、,、
再生	名詞,サ変接続,*,*,*,*,再生,サイセイ,サイセイ
医療	名詞,一般,*,*,*,*,医療,イリョウ,イリョー
安全	名詞,形容動詞語幹,*,*,*,*,安全,アンゼン,アンゼン
性	名詞,接尾,一般,*,*,*,性,セイ,セイ
確保	名詞,サ変接続,*,*,*,*,確保,カクホ,カクホ
法	名詞,接尾,一般,*,*,*,法,ホウ,ホー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
省令	名詞,一般,*,*,*,*,省令,ショウレイ,ショーレイ
など	助詞,副助詞,*,*,*,*,など,ナド,ナド
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
盛り込む	動詞,自立,*,*,五段・マ行,基本形,盛り込む,モリコム,モリコム
。	記号,句点,*,*,*,*,。,。,。
　	記号,空白,*,*,*,*,　,　,　
具体	名詞,一般,*,*,*,*,具体,グタイ,グタイ
案	名詞,接尾,一般,*,*,*,案,アン,アン
で	助詞,格助詞,一般,*,*,*,で,デ,デ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
、	記号,読点,*,*,*,*,、,、,、
ｉＰＳ	名詞,固有名詞,組織,*,*,*,*
細胞	名詞,一般,*,*,*,*,細胞,サイボウ,サイボー
や	助詞,並立助詞,*,*,*,*,や,ヤ,ヤ
他人	名詞,一般,*,*,*,*,他人,タニン,タニン
の	助詞,連体化,*,*,*,*,の,ノ,ノ
細胞	名詞,一般,*,*,*,*,細胞,サイボウ,サイボー
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
使う	動詞,自立,*,*,五段・ワ行促音便,基本形,使う,ツカウ,ツカウ
治療	名詞,サ変接続,*,*,*,*,治療,チリョウ,チリョー
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
「	記号,括弧開,*,*,*,*,「,「,「
高	接頭詞,名詞接続,*,*,*,*,高,コウ,コー
リスク	名詞,一般,*,*,*,*,リスク,リスク,リスク
」	記号,括弧閉,*,*,*,*,」,」,」
、	記号,読点,*,*,*,*,、,、,、
複数	名詞,一般,*,*,*,*,複数,フクスウ,フクスー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
種類	名詞,一般,*,*,*,*,種類,シュルイ,シュルイ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
細胞	名詞,一般,*,*,*,*,細胞,サイボウ,サイボー
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
変わ	動詞,自立,*,*,五段・ラ行,体言接続特殊２,変わる,カワ,カワ
れる	動詞,接尾,*,*,一段,基本形,れる,レル,レル
